,Name,DP Score,NPV Value,Location,City,Consult Fee,Years of Experience,Speciality,Degree_no,Degree_1,Degree_2
226,Dr. Priya  Sharma,94.0,190.0,Kamla Nagar, Delhi,300.0,5.0,Dentist,1,BDS,No_more_degree
227,Dr. Akanksha Tokas,100.0,13.0,Dwarka, Delhi,500.0,6.0,Dentist,2,BDS,MDS
228,Dr. Rohit Gupta,94.0,190.0,Uttam Nagar, Delhi,300.0,7.0,Dentist,1,BDS,No_more_degree
229,Dr. Swati Bajaj,94.0,190.0,Kamla Nagar, Delhi,500.0,12.0,Dentist,2,MDS,BDS
230,Dr. Tavleen Kaur,99.0,128.0,Rajouri Garden, Delhi,500.0,14.0,Dentist,1,BDS,No_more_degree
231,Dr. Ashutosh Kumar,94.0,190.0,Dwarka Sector 19, Delhi,800.0,15.0,Dentist,1,BDS,No_more_degree
232,Dr. Tarun Kumar Giroti,99.0,1176.0,Vasant Vihar, Delhi,500.0,26.0,Dentist,2,MDS,BDS
233,Dr. Dhruv Yadav,100.0,22.0,Mayur Vihar Ph-II, Delhi,600.0,13.0,Dentist,2,BDS,MDS
234,Dr. Navneet Singh Kukreja,86.0,21.0,Pitampura, Delhi,500.0,14.0,Dentist,1,BDS,No_more_degree
235,Dr. Aashwiin Miglani,100.0,90.0,Kirti Nagar, Delhi,500.0,11.0,Dentist,3,MDS,BDS
236,Dr. Mehak Gupta,100.0,83.0,Vasant Kunj, Delhi,500.0,14.0,Dentist,1,BDS,No_more_degree
237,Dr. Vikee Singh,99.0,264.0,Safdarjung Enclave, Delhi,1500.0,23.0,Dentist,3,BDS,MFGDP
238,Dr. Neera Kumar,100.0,21.0,CR Park, Delhi,500.0,28.0,Dentist,1,BDS,No_more_degree
239,Dr. Anuj Valecha,100.0,86.0,Rohini, Delhi,500.0,22.0,Dentist,1,BDS,No_more_degree
240,Dr. Naveen Chauhan,97.0,145.0,Model Town 1, Delhi,500.0,14.0,Dentist,1,BDS,No_more_degree
241,Dr. Namita Karna,94.0,190.0,Panchsheel Park, Delhi,1000.0,25.0,Dentist,2,BDS,MDS
242,Dr. Simran Kataria,98.0,227.0,Saket, Delhi,300.0,17.0,Dentist,2,BDS,MDS
243,Dr. Poonam Malik Sehrawat,98.0,383.0,Vasant Kunj, Delhi,600.0,19.0,Dentist,2,BDS,MDS
244,Dr. Srishti Bhatia,97.0,78.0,Janakpuri, Delhi,500.0,9.0,Dentist,2,BDS,MDS
245,Dr. Prateek Bhandari,100.0,214.0,Krishna Nagar, Delhi,350.0,15.0,Dentist,1,BDS,No_more_degree
246,Dr. Saurabh Gupta,97.0,294.0,South Extension 2, Delhi,700.0,29.0,Dentist,2,BDS,MDS
247,Dr. Sanjay Kumar,99.0,538.0,CR Park, Delhi,1000.0,29.0,Dentist,2,MDS,BDS
248,Dr. Poonam Valecha,100.0,138.0,Rohini, Delhi,500.0,23.0,Dentist,1,BDS,No_more_degree
249,Dr. Atul Gupta,95.0,262.0,Ashok Vihar, Delhi,1000.0,24.0,Dentist,2,BDS,MDS
250,Dr. Shiva Sharma,94.0,190.0,Saket, Delhi,600.0,12.0,Dentist,1,BDS,No_more_degree
251,Dr. Vishal Arya,98.0,246.0,Pitampura, Delhi,500.0,25.0,Dentist,3,BDS,MDS
252,Dr. Pummy Chaudhary,100.0,34.0,Dashrath Puri, Delhi,200.0,5.0,Dentist,1,BDS,No_more_degree
253,Dr. Gayatri Soin,98.0,609.0,Old Rajendra Nagar, Delhi,700.0,23.0,Dentist,2,BDS,MDS
254,Dr. Vidhi Dhall,94.0,190.0,Paschim Vihar, Delhi,300.0,4.0,Dentist,1,BDS,No_more_degree
255,Dr. Deepa Singh,99.0,116.0,Mayur Vihar Ph-III, Delhi,400.0,18.0,Dentist,1,BDS,No_more_degree
256,Dr. Lalit Kumar,98.0,56.0,Vikas Puri, Delhi,500.0,18.0,Dentist,2,BDS,MDS
257,Dr. Deepak Chopra,94.0,190.0,Rohini Sector 5, Delhi,200.0,18.0,Dentist,1,MDS,No_more_degree
258,Dr. Anirudh Kalra,94.0,190.0,Sarita Vihar, Delhi,700.0,9.0,Dentist,2,BDS,MDS
259,Dr. Monica Shahi,94.0,190.0,Panchsheel Enclave, Delhi,500.0,6.0,Dentist,1,BDS,No_more_degree
260,Dr. Vivek Dave,97.0,184.0,Laxmi Nagar, Delhi,300.0,19.0,Dentist,2,BDS,MDS
261,Dr. Sanjiv Kalra,92.0,185.0,Defence Colony, Delhi,1000.0,46.0,Dentist,1,BDS,No_more_degree
262,Dr. Parul Gupta,97.0,323.0,Rohini, Delhi,300.0,21.0,Dentist,2,BDS,MDS
263,Dr. Abhishek Bansal,100.0,19.0,Rohini Sector 3, Delhi,300.0,13.0,Dentist,2,BDS,MDS
264,Dr. Shikha Sharma,98.0,245.0,Vasant Kunj, Delhi,500.0,26.0,Dentist,1,BDS,No_more_degree
265,Dr. Shikha Goel,98.0,818.0,Malviya Nagar, Delhi,500.0,17.0,Dentist,2,BDS,MDS
266,Dr. Rajesh Gandhi,98.0,117.0,Green Park, Delhi,500.0,26.0,Dentist,2,BDS,MDS
267,Dr. Shruti Goyal,98.0,47.0,Rohini Sector 8, Delhi,200.0,10.0,Dentist,2,BDS,MDS
268,Dr. Shivanjali Bansal,98.0,136.0,Shalimar Bagh, Delhi,500.0,19.0,Dentist,1,BDS,No_more_degree
269,Dr. Ashna Khanna,100.0,78.0,Saket, Delhi,500.0,13.0,Dentist,2,BDS,MDS
270,Dr. Deepak Punhani,97.0,554.0,Vikas Puri, Delhi,500.0,24.0,Dentist,2,BDS,MDS
271,Dr. Niraj Rampal,100.0,29.0,Greater Kailash Part 2, Delhi,1500.0,46.0,Dentist,2,BDS,MDS
272,Dr. Nidhi Gupta,99.0,359.0,New Friends Colony, Delhi,600.0,23.0,Dentist,2,BDS,MDS
273,Dr. Nidhi Saini,94.0,190.0,Karkardooma, Delhi,300.0,12.0,Dentist,1,BDS,No_more_degree
274,Dr. Sunil Oberoi,88.0,17.0,Kalkaji, Delhi,550.0,25.0,Dentist,2,MDS,BDS
275,Dr. Rahul Kamra,98.0,207.0,Vikas Puri, Delhi,500.0,27.0,Dentist,1,BDS,No_more_degree
276,Dr. Riddhi Rathi,99.0,886.0,Lajpat Nagar, Delhi,300.0,16.0,Dentist,2,BDS,MDS
277,Dr. Jinal Katira,94.0,190.0,Dwarka Sector 19, Delhi,300.0,8.0,Dentist,2,BDS,MDS
278,Dr. Tarun Sharma,94.0,190.0,Prashant Vihar, Delhi,500.0,14.0,Dentist,1,BDS,No_more_degree
279,Dr. Naveen Gupta,95.0,276.0,Karol Bagh, Delhi,500.0,25.0,Dentist,2,BDS,MDS
280,Dr. Kapil Gandhi,98.0,190.0,Kalkaji, Delhi,800.0,26.0,Dentist,2,BDS,MDS
281,Dr. Vivek Kumar,94.0,190.0,Pandav Nagar, Delhi,200.0,5.0,Dentist,1,BDS,No_more_degree
282,Dr. Priya Oberoi,97.0,100.0,Kalkaji, Delhi,500.0,22.0,Dentist,1,BDS,No_more_degree
283,Dr. Ferah Khanna,100.0,38.0,Ramesh Nagar, Delhi,500.0,13.0,Dentist,2,BDS,MDS
284,Dr. Ramandeep Singh Chawla,100.0,68.0,Janakpuri, Delhi,600.0,13.0,Dentist,2,BDS,MDS
285,Dr. Himesh Jain,94.0,190.0,Paschim Vihar, Delhi,300.0,16.0,Dentist,2,MDS,BDS
286,Dr. Parineeta Sharma,100.0,13.0,Malviya Nagar, Delhi,400.0,11.0,Dentist,2,BDS,MDS
287,Dr. Natalia Desilva,99.0,146.0,Greater Kailash Part 1, Delhi,750.0,17.0,Dentist,2,BDS,MDS
288,Dr. Sugandha Marwaha,100.0,13.0,Paschim Vihar, Delhi,500.0,10.0,Dentist,2,MDS,BDS
289,Dr. Aarushi Dogra,100.0,34.0,Dwarka Sector 7, Delhi,400.0,11.0,Dentist,2,BDS,MDS
290,Dr. Ashish Chopra,99.0,121.0,Ramesh Nagar, Delhi,400.0,21.0,Dentist,2,BDS,MDS
291,Dr. Aakriti Bansal,100.0,30.0,Pitampura, Delhi,400.0,9.0,Dentist,1,BDS,No_more_degree
292,Dr. Rahul Arora,94.0,190.0,Paschim Puri, Delhi,200.0,3.0,Dentist,1,BDS,No_more_degree
293,Dr. Anashwar Bhalla,99.0,182.0,Nizamuddin East, Delhi,500.0,14.0,Dentist,2,BDS,MDS
294,Dr. Rajat Mathur,98.0,527.0,Jagriti Enclave, Delhi,500.0,23.0,Dentist,1,BDS,No_more_degree
295,Dr. Ravi Sachdeva,94.0,190.0,Laxmi Nagar, Delhi,200.0,12.0,Dentist,2,BDS,MDS
296,Dr. Rashika Vijan,100.0,12.0,Khar West, Mumbai,1250.0,21.0,Dentist,1,BDS,No_more_degree
297,Dr. Fahad Naaz,98.0,358.0,Jacob Circle, Mumbai,500.0,14.0,Dentist,1,BDS,No_more_degree
298,Dr. Jayeeta Verma,94.0,190.0,Chembur, Mumbai,499.0,14.0,Dentist,2,BDS,MDS
299,Dr. Arpita,100.0,159.0,Chembur East, Mumbai,300.0,8.0,Dentist,2,BDS,MDS
300,Dr. Gunjan Patel,98.0,140.0,Mulund West, Mumbai,200.0,15.0,Dentist,1,BDS,No_more_degree
301,Dr. Abhijit Pawar,100.0,136.0,Powai, Mumbai,200.0,21.0,Dentist,2,BDS,MDS
302,Dr. Viral Maru,94.0,190.0,Girgaon, Mumbai,1000.0,17.0,Dentist,2,BDS,MDS
303,Dr. Supriya Rojekar,99.0,68.0,Prabhadevi, Mumbai,800.0,25.0,Dentist,2,MDS,BDS
304,Dr. Prachi Shah,100.0,29.0,Khar West, Mumbai,500.0,12.0,Dentist,1,BDS,No_more_degree
305,Dr. Himanshu Shah,94.0,190.0,Lamington Road, Mumbai,500.0,15.0,Dentist,1,BDS,No_more_degree
306,Dr. Akshi Gvalani,100.0,12.0,Tardeo, Mumbai,500.0,12.0,Dentist,2,BDS,MDS
307,Dr. Kavita Maheshwari,100.0,11.0,Bandra West, Mumbai,500.0,23.0,Dentist,1,BDS,No_more_degree
308,Dr. Deval Naik,99.0,495.0,Goregaon West, Mumbai,500.0,19.0,Dentist,1,BDS,No_more_degree
309,Dr. Shantanu Jambhekar,99.0,130.0,Khar West, Mumbai,800.0,16.0,Dentist,2,BDS,MDS
310,Dr. Namrata Patil,96.0,114.0,Powai, Mumbai,500.0,18.0,Dentist,1,BDS,No_more_degree
311,Dr. Parag M. Khatri,99.0,1190.0,Andheri East, Mumbai,500.0,30.0,Dentist,2,MDS,BDS
312,Dr. Salem Tariq,99.0,206.0,Andheri West, Mumbai,500.0,14.0,Dentist,2,BDS,MDS
313,Dr. Meeta Malik,99.0,288.0,Bandra West, Mumbai,800.0,16.0,Dentist,2,BDS,MDS
314,Dr. Uday B Shetty,98.0,432.0,Dadar West, Mumbai,500.0,38.0,Dentist,2,BDS,FICOI
315,Dr. Jignesh Kothari,97.0,937.0,Santacruz West, Mumbai,1000.0,20.0,Dentist,2,BDS,MDS
316,Dr. Ritika Arora,96.0,256.0,Khar West, Mumbai,800.0,22.0,Dentist,2,BDS,MDS
317,Dr. Aditya Nair,100.0,180.0,Matunga, Mumbai,300.0,15.0,Dentist,2,PhD,BDS
318,Dr. Priyanka Koli,94.0,190.0,Opera House, Mumbai,1000.0,8.0,Dentist,1,BDS,No_more_degree
319,Dr. Jigna Kanavia,100.0,64.0,Malad West, Mumbai,500.0,20.0,Dentist,1,BDS,No_more_degree
320,Dr. Nithi Rajadhyaksha,98.0,40.0,Goregaon, Mumbai,300.0,7.0,Dentist,2,MDS,BDS
321,Dr. Sumana Kar,100.0,81.0,Marol, Mumbai,500.0,13.0,Dentist,2,MDS,BDS
322,Dr. Darshan S Gupte,100.0,76.0,Kandivali East, Mumbai,300.0,37.0,Dentist,2,BDS,MDS
323,Dr. Mukul Purohit,94.0,190.0,Borivali, Mumbai,300.0,6.0,Dentist,1,BDS,No_more_degree
324,Dr. Jatin Prabhu,94.0,190.0,Chembur, Mumbai,500.0,22.0,Dentist,1,BDS,No_more_degree
325,Dr. Gautami Sharangpani,96.0,26.0,Kandivali East, Mumbai,600.0,8.0,Dentist,2,MDS,BDS
326,Dr. Neha Hardasani Thaver,94.0,190.0,Lokhandwala, Mumbai,300.0,10.0,Dentist,1,BDS,No_more_degree
327,Dr. Jayesh G. Mehta,98.0,350.0,Mulund West, Mumbai,300.0,33.0,Dentist,1,BDS,No_more_degree
328,Dr. Ajay Kakar,94.0,190.0,Powai, Mumbai,700.0,38.0,Dentist,2,BDS,MDS
329,Dr. Sachin Salunkhe,100.0,15.0,Mulund West, Mumbai,200.0,13.0,Dentist,1,BDS,No_more_degree
330,Dr. Tamara Lopez,94.0,190.0,Bandra West, Mumbai,500.0,13.0,Dentist,2,BDS,MDS
331,Dr. Sharatkumar B Shetty,94.0,190.0,Powai, Mumbai,700.0,35.0,Dentist,1,BDS,No_more_degree
332,Dr. Shyamal Anand Lad,100.0,31.0,Cuffe Parade, Mumbai,300.0,9.0,Dentist,1,BDS,No_more_degree
333,Dr. Viraj Kakade,100.0,131.0,Juhu, Mumbai,500.0,16.0,Dentist,2,MDS,BDS
334,Dr. Manish S. Sonawane,98.0,168.0,Lokhandwala, Mumbai,500.0,18.0,Dentist,2,BDS,MDS
335,Dr. Shruthi,100.0,23.0,Andheri East, Mumbai,500.0,6.0,Dentist,1,BDS,No_more_degree
336,Dr. Arpit Sharma,94.0,190.0,Borivali West, Mumbai,300.0,9.0,Dentist,1,BDS,No_more_degree
337,Dr. Sruthi Somasundaran,94.0,190.0,JB Nagar, Mumbai,500.0,6.0,Dentist,2,BDS,MDS
338,Dr. Savneet Kaur,100.0,75.0,Sion, Mumbai,150.0,20.0,Dentist,1,BDS,No_more_degree
339,Dr. Jayshree Khandelwal,94.0,190.0,Peddar Road, Mumbai,100.0,7.0,Dentist,1,BDS,No_more_degree
340,Dr. Nikita Naik,98.0,65.0,Vileparle West, Mumbai,800.0,11.0,Dentist,2,Certificate,BDS
341,Dr. Pooja Kukreja,100.0,84.0,Khar West, Mumbai,500.0,13.0,Dentist,1,BDS,No_more_degree
342,Dr. Ruchi Bhansali,99.0,511.0,Ghatkopar East, Mumbai,300.0,9.0,Dentist,1,BDS,No_more_degree
343,Dr. Prashant Shetty,99.0,148.0,Dahisar West, Mumbai,200.0,23.0,Dentist,1,BDS,No_more_degree
344,Dr. Radhika Parekh Paleja,100.0,32.0,Khar West, Mumbai,1500.0,15.0,Dentist,2,BDS,MDS
345,Dr. Garima Manish Ranade,100.0,28.0,Vileparle East, Mumbai,300.0,24.0,Dentist,1,BDS,No_more_degree
346,Dr. Shruti Jain,97.0,31.0,Kemps Corner, Mumbai,500.0,20.0,Dentist,1,BDS,No_more_degree
347,Dr. Sonyabai Sasane,100.0,13.0,Borivali West, Mumbai,800.0,8.0,Dentist,1,BDS,No_more_degree
348,Dr. Husain Harianawala,96.0,57.0,Lokhandwala, Mumbai,1000.0,14.0,Dentist,2,BDS,MDS
349,Dr. Raksha Savla,96.0,50.0,Andheri West, Mumbai,500.0,13.0,Dentist,1,BDS,No_more_degree
350,Dr. Amruta Bhalchandra Wadekar,100.0,406.0,Dahisar East, Mumbai,500.0,29.0,Dentist,1,BDS,No_more_degree
351,Dr. Nishant Gandhi,98.0,395.0,Powai, Mumbai,500.0,17.0,Dentist,2,BDS,MDS
352,Dr. Munira Inamdar,90.0,29.0,Umerkhadi, Mumbai,500.0,21.0,Dentist,1,BDS,No_more_degree
353,Dr. Akash S. Bhandari,100.0,27.0,Colaba, Mumbai,500.0,10.0,Dentist,1,BDS,No_more_degree
354,Dr. Amit Raja,94.0,190.0,Tardeo, Mumbai,1000.0,18.0,Dentist,2,BDS,MDS
355,Dr. Saba Rasool,100.0,46.0,Andheri West, Mumbai,1000.0,23.0,Dentist,1,BDS,No_more_degree
356,Dr. Karanjit Singh Chaudhary,100.0,413.0,Chembur, Mumbai,800.0,19.0,Dentist,2,BDS,MDS
357,Dr. Shilpa Mittal,98.0,561.0,Kandivali East, Mumbai,500.0,25.0,Dentist,1,BDS,No_more_degree
358,Dr. Amruta Wakde Desai,100.0,32.0,Dadar West, Mumbai,200.0,13.0,Dentist,1,BDS,No_more_degree
359,Dr. Nipaj S. Ashar,99.0,556.0,Matunga, Mumbai,500.0,24.0,Dentist,1,BDS,No_more_degree
360,Dr. Manish Ranade,99.0,543.0,Vileparle East, Mumbai,500.0,23.0,Dentist,2,BDS,MDS
361,Dr. Amruta Godbole,94.0,190.0,Khar West, Mumbai,750.0,19.0,Dentist,1,BDS,No_more_degree
362,Dr. Shreya Dutta,96.0,25.0,Bandra West, Mumbai,500.0,7.0,Dentist,1,BDS,No_more_degree
363,Dr. Yoban Shetty,100.0,102.0,Chembur, Mumbai,500.0,24.0,Dentist,3,BDS,MDS
364,Dr. Soham Mallick,100.0,54.0,Powai, Mumbai,600.0,11.0,Dentist,2,BDS,MDS
365,Dr. Prakash S. Jain,99.0,170.0,Cumballa Hill, Mumbai,600.0,23.0,Dentist,1,BDS,No_more_degree
366,Dr. Nehal Sabadra,94.0,190.0,Colaba, Mumbai,1000.0,27.0,Dentist,1,BDS,No_more_degree
367,Dr. Quazi Wasim Bari,97.0,298.0,Andheri East, Mumbai,500.0,18.0,Dentist,2,BDS,Fellowship
368,Dr. Mihir Shah,99.0,156.0,Malad West, Mumbai,500.0,13.0,Dentist,2,BDS,MDS
369,Dr. Pallavi Kendrekar,98.0,310.0,Borivali West, Mumbai,800.0,25.0,Dentist,1,BDS,No_more_degree
370,Dr. Julie Davda,94.0,190.0,Bhandup, Mumbai,200.0,17.0,Dentist,1,BDS,No_more_degree
371,Dr. Tejal Shah,98.0,62.0,Goregaon West, Mumbai,500.0,19.0,Dentist,1,BDS,No_more_degree
372,Dr. Reshma Phulwar,96.0,582.0,Chembur, Mumbai,700.0,26.0,Dentist,1,BDS,No_more_degree
373,Dr. Raj Shah,98.0,44.0,Kemps Corner, Mumbai,500.0,14.0,Dentist,1,PhD,No_more_degree
374,Dr. Rajesh Shetty,99.0,443.0,Bandra West, Mumbai,1000.0,26.0,Dentist,3,BDS,MDS
375,Dr. Ritu Girdhar,100.0,450.0,Wadala, Mumbai,500.0,16.0,Dentist,1,BDS,No_more_degree
376,Dr. Kunal Chavan,98.0,248.0,Bhandup West, Mumbai,500.0,14.0,Dentist,2,BDS,MDS
377,Dr. Rahul N. Patil,94.0,67.0,Chandivali, Mumbai,400.0,16.0,Dentist,2,BDS,MDS
378,Dr. Jyotsna Patel,100.0,56.0,Bhandup West, Mumbai,400.0,23.0,Dentist,1,BDS,No_more_degree
379,Dr. Nihar P Thakkar,94.0,190.0,Mulund West, Mumbai,300.0,13.0,Dentist,2,BDS,MDS
380,Dr. Akhil Patil,94.0,190.0,Khar West, Mumbai,500.0,8.0,Dentist,2,BDS,MDS
381,Dr. Anand Narla,95.0,223.0,Powai, Mumbai,500.0,24.0,Dentist,2,BDS,MDS
382,Dr. Alok Shah,98.0,64.0,Powai, Mumbai,200.0,12.0,Dentist,2,BDS,MDS
383,Dr. Nikita Virdiya,94.0,17.0,Kandivali West, Mumbai,200.0,10.0,Dentist,2,BDS,MDS
384,Dr. Nida Rangila,100.0,33.0,Bandra West, Mumbai,500.0,4.0,Dentist,1,BDS,No_more_degree
385,Dr. Kashmira Sandeep Kesarkar,94.0,190.0,Andheri East, Mumbai,300.0,12.0,Dentist,2,MDS,BDS
386,Dr. Shreyas Shah,100.0,16.0,Mulund West, Mumbai,1500.0,17.0,Dentist,2,BDS,MDS
387,Dr. Sanket Mehta,99.0,913.0,Matunga, Mumbai,500.0,18.0,Dentist,1,BDS,No_more_degree
388,Dr. Vishakha Darade,97.0,37.0,Bhandup West, Mumbai,300.0,10.0,Dentist,2,BDS,MDS
389,Dr. Manveen Kaur Lamba,94.0,190.0,Oshiwara, Mumbai,300.0,8.0,Dentist,1,BDS,No_more_degree
390,Dr. Sheetal R Gore,98.0,368.0,Borivali East, Mumbai,300.0,23.0,Dentist,1,BDS,No_more_degree
391,Dr. Wishi Parihar,96.0,25.0,Mira Road, Mumbai,200.0,12.0,Dentist,1,BDS,No_more_degree
392,Dr. Dipti Gandhi,99.0,122.0,Ghatkopar East, Mumbai,300.0,39.0,Dentist,2,BDS,FICOI
393,Dr. Manish Agarwal,98.0,45.0,Bandra West, Mumbai,500.0,25.0,Dentist,2,BDS,MDS
394,Dr. Aditi Gvalani,99.0,209.0,Tardeo, Mumbai,1000.0,18.0,Dentist,1,BDS,No_more_degree
395,Dr. Vandita Agrawal,98.0,42.0,Goregaon East, Mumbai,500.0,12.0,Dentist,1,BDS,No_more_degree
396,Dr. Pankti Shah,98.0,63.0,Kandivali West, Mumbai,300.0,11.0,Dentist,1,BDS,No_more_degree
397,Dr. Ashna Godhwani,100.0,37.0,Bandra West, Mumbai,500.0,8.0,Dentist,1,BDS,No_more_degree
398,Dr. Swapnil Pande,94.0,190.0,Mira-Bhayandar Road, Mumbai,300.0,14.0,Dentist,2,BDS,MDS
399,Dr. Na'ama Attar,100.0,63.0,Opera House, Mumbai,350.0,17.0,Dentist,1,BDS,No_more_degree
400,Dr. Jayna Shah,100.0,41.0,Powai, Mumbai,500.0,34.0,Dentist,1,BDS,No_more_degree
401,Dr. Khushboo Nikhil Kedia,92.0,13.0,Mulund West, Mumbai,300.0,15.0,Dentist,2,BDS,Comprehensive
402,Dr. Meena P. Mistry,97.0,67.0,Vileparle East, Mumbai,200.0,36.0,Dentist,1,BDS,No_more_degree
403,Dr. Priyanka S. Udeshi,94.0,190.0,Prabhadevi, Mumbai,500.0,9.0,Dentist,2,BDS,MDS
404,Dr. Siddarth Naik,98.0,191.0,Chembur, Mumbai,500.0,25.0,Dentist,2,BDS,MDS
405,Dr. Upasana Gosalia,100.0,394.0,Ghatkopar East, Mumbai,350.0,14.0,Dentist,1,BDS,No_more_degree
406,Dr. Pallavi Chanana,94.0,190.0,Bandra West, Mumbai,300.0,13.0,Dentist,2,BDS,MDS
407,Dr. Aditi Varma Arora,100.0,102.0,Colaba, Mumbai,800.0,15.0,Dentist,1,BDS,No_more_degree
408,Dr. Komal Nanavati,94.0,190.0,Tardeo, Mumbai,1000.0,8.0,Dentist,2,BDS,MDS
409,Dr. Rabiah Patel,94.0,190.0,Andheri West, Mumbai,300.0,15.0,Dentist,1,BDS,No_more_degree
410,Dr. Sayali Jadhav,100.0,369.0,Kandivali West, Mumbai,300.0,9.0,Dentist,1,BDS,No_more_degree
411,Dr. Chandni Nayak,94.0,190.0,Tardeo, Mumbai,1000.0,8.0,Dentist,2,BDS,MDS
412,Dr. Rinal Sanghavi,99.0,105.0,Tardeo, Mumbai,1000.0,9.0,Dentist,1,BDS,No_more_degree
413,Dr. Siddhi Saijan,99.0,80.0,Borivali West, Mumbai,200.0,13.0,Dentist,1,BDS,No_more_degree
414,Dr. Swapnali Nachnekar,100.0,165.0,Malad, Mumbai,100.0,7.0,Dentist,1,BDS,No_more_degree
415,Dr. Srushti Garg,100.0,34.0,Borivali West, Mumbai,300.0,10.0,Dentist,1,BDS,No_more_degree
416,Dr. Ishwari Bhirud,96.0,179.0,Andheri East, Mumbai,500.0,33.0,Dentist,2,BDS,Diploma
417,Dr. Nilofer M Currawalla,100.0,12.0,Colaba, Mumbai,500.0,15.0,Dentist,1,BDS,No_more_degree
418,Dr. Pragati P Shah,94.0,190.0,Borivali West, Mumbai,500.0,11.0,Dentist,1,BDS,No_more_degree
419,Dr. Darshan Sheth,98.0,286.0,Ghatkopar East, Mumbai,500.0,15.0,Dentist,1,BDS,No_more_degree
420,Dr. Neha Manchanda Vaidya,100.0,24.0,Ghatkopar East, Mumbai,300.0,12.0,Dentist,2,BDS,MDS
421,Dr. Pooja Sable,100.0,12.0,Kandivali West, Mumbai,500.0,10.0,Dentist,2,BDS,MDS
422,Dr. Rohan Patani,99.0,226.0,Borivali West, Mumbai,500.0,9.0,Dentist,1,BDS,No_more_degree
423,Dr. Nupur Jhunjhunwala,98.0,50.0,Kemps Corner, Mumbai,1000.0,19.0,Dentist,1,BDS,No_more_degree
424,Dr. Abhishek Modi,100.0,74.0,Walkeshwar, Mumbai,500.0,11.0,Dentist,2,BDS,Fellowship
425,Dr. Dipika Bharani,99.0,140.0,Vileparle East, Mumbai,300.0,14.0,Dentist,1,BDS,No_more_degree
426,Dr. Maya Nair,99.0,414.0,Mulund West, Mumbai,500.0,10.0,Dentist,1,BDS,No_more_degree
427,Dr. Esha Fegde,94.0,190.0,Dadar West, Mumbai,300.0,8.0,Dentist,1,BDS,No_more_degree
428,Dr. Tanvi Tiwari,94.0,190.0,Khar West, Mumbai,500.0,12.0,Dentist,1,BDS,No_more_degree
429,Dr. Reetu Kait,92.0,12.0,Mira Road, Mumbai,200.0,6.0,Dentist,1,BDS,No_more_degree
430,Dr. Ambika Arora,100.0,43.0,Tilak Nagar, Mumbai,2000.0,12.0,Dentist,2,BDS,MDS
431,Dr. Rajesh Rajan,99.0,237.0,Chembur East, Mumbai,300.0,20.0,Dentist,1,BDS,No_more_degree
432,Dr. Jasmit B.Desai,97.0,262.0,Borivali West, Mumbai,300.0,14.0,Dentist,1,BDS,No_more_degree
433,Dr. Deven Dabholkar,100.0,14.0,Borivali West, Mumbai,300.0,14.0,Dentist,1,BDS,No_more_degree
434,Dr. Vivek P Soni,94.0,190.0,Powai, Mumbai,700.0,38.0,Dentist,2,BDS,MDS
435,Dr. Urvi Ashar,99.0,245.0,Chembur, Mumbai,700.0,10.0,Dentist,1,BDS,No_more_degree
436,Dr. Dhwani Kapadia,100.0,19.0,Borivali West, Mumbai,800.0,11.0,Dentist,1,BDS,No_more_degree
437,Dr. Miten L Pandya,97.0,32.0,Vidyavihar, Mumbai,500.0,27.0,Dentist,1,BDS,No_more_degree
438,Dr. Chitralekha Rane,100.0,35.0,Andheri West, Mumbai,800.0,22.0,Dentist,1,BDS,No_more_degree
439,Dr. Pooja Gawand,98.0,46.0,Mulund West, Mumbai,500.0,13.0,Dentist,1,BDS,No_more_degree
440,Dr. Sonal Karania Jakharia,99.0,179.0,Malad West, Mumbai,500.0,11.0,Dentist,1,BDS,No_more_degree
441,Dr. Sheel Vora,98.0,145.0,Santacruz West, Mumbai,500.0,18.0,Dentist,2,BDS,MDS
442,Dr. Bhavesh D. Rusawat,96.0,142.0,Borivali West, Mumbai,500.0,13.0,Dentist,2,BDS,MDS
443,Dr. Girish Shetake,97.0,292.0,Sakinaka, Mumbai,400.0,17.0,Dentist,1,BDS,No_more_degree
444,Dr. Arun Swarup,99.0,376.0,Bandra West, Mumbai,1000.0,43.0,Dentist,1,BDS,No_more_degree
445,Dr. Ekta Kukreja Maniyar,100.0,41.0,Goregaon East, Mumbai,800.0,13.0,Dentist,2,BDS,MDS
446,Dr. Spina Mehta,100.0,79.0,Charni Road, Mumbai,300.0,12.0,Dentist,1,BDS,No_more_degree
447,Dr. Nikita Motwani,100.0,214.0,Andheri West, Mumbai,300.0,11.0,Dentist,1,BDS,No_more_degree
448,Dr. Amit Majethia,100.0,101.0,Ghatkopar East, Mumbai,500.0,13.0,Dentist,2,BDS,MDS
449,Dr. Nikhil Surana,96.0,81.0,Kandivali East, Mumbai,500.0,14.0,Dentist,2,MDS,BDS
450,Dr. Suhani Talesara,100.0,263.0,Jogeshwari, Mumbai,500.0,14.0,Dentist,1,BDS,No_more_degree
451,Dr. Shrutika Jaju,100.0,61.0,Vileparle West, Mumbai,500.0,12.0,Dentist,2,MDS,BDS
452,Dr. Tanushree Naik Parekh,97.0,65.0,Charni Road, Mumbai,300.0,13.0,Dentist,1,BDS,No_more_degree
453,Dr. Nitin K Hariyani,94.0,190.0,Andheri West, Mumbai,390.0,10.0,Dentist,2,BDS,MDS
