Name,Degree,DP Score,NPV Value,Location,City,Consult Fee,Years of Experience,Speciality
Dr. Apurva Vaidya,"BDS, MDS - Oral & Maxillofacial Surgery",99% ,(131 votes),Paschim Puri, Delhi,₹300,n8,Oral And MaxilloFacial Surgeon
Dr. Harmesh Kapoor,"MBBS, MS - Orthopaedics, DNB - Orthopedics/Orthopedic Surgery",93% ,(41 votes),Paschim Vihar, Delhi,₹800,27,"Joint Replacement Surgeon, Orthopedic surgeon, Spine And Pain Specialist, Spine Surgeon (Ortho)"
Dr. Raj Kumar Srivastava,"DNB - Psychiatry, MBBS",97% ,(32 votes),Patparganj, Delhi,₹1500,28,"Addiction Psychiatrist, Geriatric Psychiatrist, Psychiatrist"
Dr. Vikram Gagneja,"MBBS, DNB - Paediatrics, Post Doctoral fellowship in Pediatric Critical Care Medicine",98% ,(95 votes),Dwarka Sector 6, Delhi,₹900,19,"Pediatrician, Paediatric Intensivist"
Dr. Rakhi Gupta,"MBBS, MD - Obstetrics & Gynaecology",97% ,(1286 votes),Patparganj, Delhi,₹1000,30,"Gynecologist, Obstetrician, Infertility Specialist"
Dr. Sunny Chopra,"MBBS, MS - Orthopaedics",90% ,(331 votes),Moti Nagar, Delhi,₹800,13,"Joint Replacement Surgeon, Spine Surgeon (Ortho)"
Dr. Jasleen Kaur Malhotra,"MBBS, DGO, DNB - Obstetrics & Gynecology",98% ,(566 votes),Dwarka, Delhi,₹700,24,"Gynecologist, Obstetrician, Infertility Specialist"
Dr. Arun Prasad,"MBBS, MS - General Surgery, FRCS - General Surgery, Fellow of American College of Surgeons(FACS)",100% ,(17 votes),Sarita Vihar, Delhi,₹1500,39,"Bariatric Surgeon, Laparoscopic Surgeon"
Dr. Shuchin Bajaj,"MBBS, MD - Medicine, UMSHCP",98% ,(413 votes),Paschim Vihar, Delhi,₹1000,25,"Internal Medicine, Consultant Physician, General Physician"
Dr. I P S Kochar,"MBBS, MD - Pediatrics",,,Sarita Vihar, Delhi,₹2000,38,Pediatrician
Dr. Manish Jain,MBBS,100% ,(13 votes),Dilshad Garden, Delhi,₹1000,n5,General Physician
Dr. Gaurav Bhalla,"MBBS, MD - General Medicine",,,Rani Bagh, Delhi,₹1000,16,"Internal Medicine, Consultant Physician, General Physician"
Dr. Akshara Mishra,"DNB - Psychiatry, MBBS",,,Madhu Vihar, Delhi,₹900,11,Psychiatrist
Dr. Nityanand Tripathi,"MBBS, DNB - General Medicine, DM - Cardiology",87% ,(38 votes),Shalimar Bagh, Delhi,₹1200,31,"Cardiologist, Interventional Cardiologist"
Dr. Sheetal Kochhar,"BDS, MDS - Conservative Dentistry & Endodontics",,,Panchsheel Park, Delhi,₹1000,26,Dentist
Dr. Rajesh Gupta,"MBBS, MD - General Medicine, DM - Neurology",88% ,(26 votes),Patparganj, Delhi,₹1200,24,Neurologist
Dr. Pooja Sachdeva,BDS,,,Kirti Nagar, Delhi,₹500,26,"Dentist, Dental Surgeon"
Dr. Avneesh Kumar,BDS,,,Mayur Vihar, Delhi,₹400,t9,"Dental Surgeon, Implantologist"
Dr. Dhingra P. L.,"MBBS, MS - ENT",,,Sarita Vihar, Delhi,₹2000,60,ENT/ Otorhinolaryngologist
Dr. Lochan Arora   (Physiotherapist),"MPTh/MPT - Musculoskeletal Physiotherapy, DNHE, BPTh/BPT",96% ,(350 votes),Gujranwala Town, Delhi,₹500,14,"TherapistPhysiotherapist, Sports and Musculoskeletal Physiotherapist"
Dr. Astha Jindal,BHMS,100% ,(16 votes),Badli, Delhi,₹200,13,AYUSHHomoeopath
Dr. Swapan Kumar Sarkar,"MBBS, DNB - ENT",98% ,(42 votes),Krishna Nagar, Delhi,₹700,27,ENT/ Otorhinolaryngologist
Dr. Nidhi Bansal Gupta,"MBBS, MS - Obstetrics & Gynaecology",100% ,(58 votes),Prashant Vihar, Delhi,₹600,13,"Gynecologist, Infertility Specialist, Laparoscopic Surgeon (Obs & Gyn)"
Dr. Sumiran Passey,"MBBS, MD - Sports Medicine",,,Vasant Vihar, Delhi,₹2500,11,Sports Medicine Physician
Dr. Rasleen Ahuja,MDS - Prosthodontics,99% ,(94 votes),Mayur Vihar Ph-I, Delhi,₹300,t7,"Prosthodontist, Dentist"
Dr. Kavita Sirohi,"BDS, MDS - Paedodontics And Preventive Dentistry",100% ,(67 votes),Safdarjung Enclave, Delhi,₹700,16,"Pediatric Dentist, Preventive Dentistry, Dentist"
Ms. Ananya Vohra,"MA - Psychology, Post Graduate Diploma In Guidance and Counselling",94% ,(33 votes),Dwarka Sector 22, Delhi,₹1500,t8,TherapistCounselling Psychologist
Dr. Aroop Mukherjee,"MBBS, Diploma in Orthopaedics, MS - Orthopaedics",,,Panchsheel Park, Delhi,₹1500,34,Orthopedic surgeon
Dr. B.P Singh,"MBBS, MD - Medicine, DNB - Gastroenterology",50% ,(16 votes),Saket, Delhi,₹1200,24,Gastroenterologist
Dr. Gayatri Bala Juneja,"MBBS, DGO, DNB - Obstetrics & Gynecology, MRCOG(UK)",99% ,(233 votes),Model Town, Delhi,₹1500,30,"Gynecologist, Obstetrician, Infertility Specialist, Laparoscopic Surgeon (Obs & Gyn)"
Dr. Dharmesh Khatri,"MS - Orthopaedics, MBBS",94% ,(16 votes),Paschim Vihar, Delhi,₹800,16,"Joint Replacement Surgeon, Orthopedic surgeon"
Ms. Mani Bansal,"BASLP, Master of Science in Speech-Language Pathology",92% ,(12 votes),Panchsheel Park, Delhi,₹900,18,"TherapistAudiologist, Speech Therapist"
Dr. Abhideep Chaudhary,"MBBS, MS - General Surgery",,,Pusa Road, Delhi,₹1500,23,General Surgeon
Dr. Kanika Chhabra,"MBBS, MS - Ophthalmology",,,Patel Nagar West, Delhi,₹600,12,Ophthalmologist/ Eye Surgeon
Dr. Sunil Kumar Agarwal,"MBBS, MD - General Medicine, DM - Cardiology",,,Saket, Delhi,₹1500,23,Cardiologist
Dr. Ashish Singhal,BHMS,,,Palam Colony, Delhi,₹200,h3,AYUSHHomoeopath
Dr. (Prof) RK Suri,"PhD -  Clinical Psychology, M.Phil- Medical & Social Psychology, BA - Psychology",96% ,(251 votes),Dwarka, Delhi,₹4000,39,"TherapistClinical Psychologist, Counselling Psychologist, Psychologist"
Dr. Parvinder Singh Narang,"MBBS, Diploma in Child Health (DCH), MRCP (UK)",,,Shalimar Bagh, Delhi,₹1200,44,Pediatrician
Dr. Anuneet Sabharwal,"MBBS, M.D. (Psychiatry)",99% ,(492 votes),Vivek Vihar, Delhi,₹1000,12,"Psychiatrist, Sexologist, Addiction Psychiatrist"
Dr. Seema Theraja,"MBBS, MD - Obstetrics & Gynaecology",92% ,(51 votes),Moti Nagar, Delhi,₹1200,33,"Obstetrician, Gynecologist"
Dr. Ritika Gupta   (Physiotherapist),"BPTh/BPT, MPTh/MPT - Sports Physiotherapy",98% ,(62 votes),Safdarjung Enclave, Delhi,₹1000,t5,TherapistPhysiotherapist
Dr. Swati Bhardwaj,"MBBS, MD - Pediatrics",,,Pusa Road, Delhi,₹1100,14,Pediatrician
Dr. Sawan Bopanna,"DM - Gastroenterology, MBBS, MD - General Medicine",96% ,(28 votes),Janakpuri, Delhi,₹1300,14,Gastroenterologist
Dr. Deepak Gaur,BAMS,,,Rohini Sector 7, Delhi,₹99,13,AYUSHAyurveda
Dr. Sunil Katoch,"MBBS, Diploma in Orthopaedics",,,Saket, Delhi,₹1200,34,Orthopedic surgeon
Dr. Eisha Kathuria,"BDS, MDS - Prosthodontist And Crown Bridge",96% ,(336 votes),Tagore Garden, Delhi,₹800,20,"Prosthodontist, Implantologist"
Dr. Hari Kumar Yadav,"MBBS, DNB - Family Medicine",,,Saket, Delhi,₹800,16,General Physician
Dr. Hitendra Garg,"DM - Gastroenterology, MBBS, MD - General Medicine",,,Sarita Vihar, Delhi,₹1500,15,Gastroenterologist
Dr. Shailesh Jain,"MBBS, MS - General Surgery, MCh - Neuro Surgery",95% ,(146 votes),Pitampura, Delhi,₹1200,21,"Neurosurgeon, Neurointerventional Surgery, Neurologist"
Ms. Kanika Bhalla,MA - Counseling Psychology,,,Old Rajendra Nagar, Delhi,₹1150,t3,TherapistCounselling Psychologist
Dr. Manav Kalra,"MDS - Prosthodontist And Crown Bridge, Certificate of Oral Implantology, BDS",95% ,(487 votes),Defence Colony, Delhi,₹1000,15,"Prosthodontist, Implantologist, Cosmetic/Aesthetic Dentist, Dentist"
Dr. Anil Kansal,"MBBS, MS - General Surgery, MCh - Neuro Surgery",76% ,(29 votes),Shalimar Bagh, Delhi,₹1500,29,"Neurosurgeon, Spine Surgeon (Neuro)"
Dr. Devinder Piplani,MBBS,,,Lajpat Nagar, Delhi,₹500,47,General Physician
Dr. Sunil Prakash,"MBBS, MD - Medicine, DM - Nephrology",69% ,(13 votes),Pusa Road, Delhi,₹1800,41,Nephrologist/Renal Specialist
Dr. Malvika Sabharwal,"MBBS, DGO",89% ,(106 votes),Karol Bagh, Delhi,₹1050,42,"Gynecologist, Obstetrician, Laparoscopic Surgeon (Obs & Gyn)"
Dr. Vikas Taneja,"DNB - Paediatrics, MBBS",100% ,(31 votes),Dwarka Sector 6, Delhi,₹900,29,Pediatrician
Dr. Sudha Asokan,"BAMS, MD - Ayurveda Medicine",96% ,(587 votes),Safdarjung Enclave, Delhi,₹1200,44,AYUSHAyurveda
Dr. Swati Sharma   (Physiotherapist),BPTh/BPT,98% ,(47 votes),Vasant Kunj, Delhi,₹500,10,TherapistPhysiotherapist
Dr. Pannam Sharma,"DGO, MBBS",100% ,(207 votes),Punjabi Bagh, Delhi,₹1000,16,"Obstetrician, Gynecologist, Infertility Specialist"
Dr. Yashasvi Verma,BHMS,,,Naraina, Delhi,₹350,h3,AYUSHHomoeopath
Dr. Nilotpala Mohanty,"MBBS, MD - Obstetrics & Gynaecology",95% ,(19 votes),Chattarpur, Delhi,₹700,23,"Gynecologist, Obstetrician, Infertility Specialist, Laparoscopic Surgeon (Obs & Gyn)"
Dr. Harsha Jain,"MBBS, MS - Obstetrics & Gynaecology",,,Shalimar Bagh, Delhi,₹1000,21,"Gynecologist, Obstetrician, Reproductive Endocrinologist (Infertility), Laparoscopic Surgeon (Obs & Gyn)"
Dr. Gazal Garg,"MBBS, MS - Obstetrics & Gynaecology",,,Dwarka Sector 11, Delhi,₹600,13,"Gynecologist, Obstetrician, Infertility Specialist"
Dr. Lekh Ram Sharma,"MBBS, MD - General Medicine",,,Sarita Vihar, Delhi,₹1500,46,Internal Medicine
Dr. Raman Puri,"MBBS, MD - General Medicine, DM - Cardiology",,,Sarita Vihar, Delhi,₹1500,46,Cardiologist
Dr. Ravinder Singh Chauhan,"MBBS, MS - ENT",97% ,(149 votes),Chattarpur, Delhi,₹900,15,"ENT/ Otorhinolaryngologist, Head and Neck Surgeon, Pediatric Otorhinolaryngologist"
Dr. Meeka Gulati,"BDS, MDS - Conservative Dentistry & Endodontics",97% ,(156 votes),Janakpuri, Delhi,₹500,16,"Endodontist, Dentist, Cosmetic/Aesthetic Dentist"
Dr. Rajesh Madan,"MBBS, MD - General Medicine, DNB - Cardiology, Fellowship In Interventional  Cardiology",88% ,(181 votes),Dwarka, Delhi,₹700,18,Cardiologist
Dr. Manish Garg,"MBBS, MS - General Surgery, MCh - Neuro Surgery",,,IP Extension, Delhi,₹1000,15,"Spine Surgeon (Neuro), Neurosurgeon"
Dr. B. B. Aggarwal,"MBBS, DNB - Paediatrics, Diploma in Child Health (DCH)",,,Pusa Road, Delhi,₹1300,34,Pediatrician
Dr. Noor Ul Din Malik,"MBBS, MS - ENT",,,Sarita Vihar, Delhi,₹1500,16,ENT/ Otorhinolaryngologist
Dr. Ajay Lall,"MBBS, MD - Pulmonary Medicine",,,Saket, Delhi,₹1800,37,Pulmonologist
Dr. Anu,MBBS,98% ,(43 votes),Dilshad Garden, Delhi,₹500,r9,General Practitioner
Dr. Suneel Chakravarty,"MBBS, MD - General Medicine, DM - Gastroenterology",,,Saket, Delhi,₹1200,17,Gastroenterologist
Dr. Saumya Rathi,MBBS,100% ,(138 votes),Shakti Nagar, Delhi,₹600,11,General Physician
Dr. Neetan Sachdeva,"DNB - Orthopedics/Orthopedic Surgery, Diploma in Orthopaedics, MBBS",96% ,(151 votes),Pitampura, Delhi,₹900,25,"Orthopedic surgeon, Joint Replacement Surgeon, Spine And Pain Specialist"
Dr. Shitij Kacker,"MBBS, MS - Orthopaedics",,,Saket, Delhi,₹1200,18,Orthopedic surgeon
Dr. Samant Darshi,"MBBS, M.D. (Psychiatry)",88% ,(82 votes),Lajpat Nagar 4, Delhi,₹1500,11,Psychiatrist
Dr. Anil Sharma,"BDS, MDS - Prosthodontics",98% ,(88 votes),Munirka, Delhi,₹500,28,"Dentist, Prosthodontist"
Dr. Sonal Vermani,"MBBS, M.D. (Psychiatry)",,,Preet Vihar, Delhi,₹700,11,Psychiatrist
Dr. Neeta Kejriwal,"MBBS, MD - Pediatrics",,,Dwarka Sector 6, Delhi,₹900,25,Pediatrician
Ms. Trinka Arora,"M.Phil - Clinical Psychology, MA - Clinical Psychology",,,Saket, Delhi,₹1000,20,TherapistClinical Psychologist
Dr. Ankita Pant,"MBBS, MD - Dermatology",,,Panchsheel Park, Delhi,₹1000,13,"Cosmetologist, Dermatologist"
Dr. Vijaya Raja Kumari,"MBBS, DNB - General Surgery, MS - General Surgery",,,Sarita Vihar, Delhi,₹1500,31,General Surgeon
Dr. Raju Vyas,"MBBS, MS - General Surgery, MCh - Cardio Thoracic and Vascular Surgery",,,Shalimar Bagh, Delhi,₹1000,35,Cardiac Surgeon
Dr. Kavita Saxena,"MBBS, MS - General Surgery",,,Patparganj, Delhi,₹800,36,General Surgeon
Dr. Ravikant Rana,MBBS,99% ,(428 votes),Dwarka Sector 12, Delhi,₹800,n6,General Physician
Dr. Pooja Choudhary,"MD - Obstetrics & Gynaecology, MBBS",96% ,(200 votes),Safdarjung Enclave, Delhi,₹900,23,"Gynecologist, Obstetrician, Infertility Specialist, Laparoscopic Surgeon (Obs & Gyn)"
Dr. Amit Agarwal,"MBBS, MD - Pediatrics",100% ,(24 votes),Malviya Nagar, Delhi,₹1300,17,Pediatrician
Dr. Puneet Mathur,"M.D. (Psychiatry), MBBS",,,Panchsheel Park, Delhi,₹1200,13,"Psychiatrist, Addiction Psychiatrist, Neuropsychiatrist"
Dr. Neelam Chawla,"BDS, MDS - Prosthodontist And Crown Bridge",100% ,(69 votes),Saket, Delhi,₹300,22,"Dentist, Prosthodontist, Implantologist, Cosmetic/Aesthetic Dentist"
Dr. Namita Bajoria,BAMS,,,Janakpuri, Delhi,₹300,a8,AYUSHAyurveda
Dr. Sameer Anand,"MBBS, MRCS (UK)",100% ,(11 votes),Saket, Delhi,₹1200,27,"Spine Surgeon (Ortho), Sports Medicine Surgeon"
Ms. Shikha  Sharma,Bachelor of Occupational Therapy (BOT),,,Greater Kailash Part 1, Delhi,₹1000,T7,"TherapistOccupational Therapist, OT For Mentally Challenged, Pediatric OT"
Dr. Avtar Singh Bath,"MBBS, MS - General Surgery, MCh - Plastic Surgery",75% ,(12 votes),Pusa Road, Delhi,₹1800,38,Plastic Surgeon
Dr. Prerna Taneja Mathur,"BDS, MDS - Oral Medicine and Radiology, Fellowship in Medical Cosmetology (FMC)",95% ,(109 votes),Jagriti Enclave, Delhi,₹500,23,"Cosmetologist, Cosmetic/Aesthetic Dentist"
Dr. Aparna Muddana,"MBBS, MS - Obstetrics & Gynaecology",100% ,(28 votes),Greater Kailash Part 2, Delhi,₹800,21,"Gynecologist, Obstetrician, Infertility Specialist"
Dr. Sukanya Patra,"MBBS, DGO, MRCOG(UK)",98% ,(168 votes),Vasant Vihar, Delhi,₹1000,27,"Obstetrician, Gynecologist"
Dr. Gurdeep Dhiman,"BHMS, MD - Homeopathy",95% ,(19 votes),Tilak Nagar, Delhi,₹350,10,AYUSHHomoeopath
Dr. Milind Sharma,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",100% ,(133 votes),Dwarka, Delhi,₹500,12,"Orthodontist, Dental Surgeon, Dentofacial Orthopedist"
Ms. Shourya Gupta,"BA - Clinical Psychology, MA - Clinical Psychology, M.Phil - Clinical Psychology",93% ,(15 votes),CR Park, Delhi,₹1200,t6,"TherapistClinical Psychologist, Psychologist"
Dr. B. S. Solanki,"MBBS, MD - General Medicine, DM - Nephrology",98% ,(187 votes),Civil Lines, Delhi,₹1800,32,Nephrologist/Renal Specialist
Dr. Nidhi Singh,"MBBS, MS - Obstetrics & Gynaecology",,,Dwarka Sector 6, Delhi,₹600,n8,"Gynecologist, Obstetrician"
Dr. Anju Bala,"MBBS, MD - Obstetrics & Gynaecology",,,Model Town 3, Delhi,₹500,11,"Gynecologist, Obstetrician, Infertility Specialist"
Dr. Rakhi Anand   (PhD),PhD - Psychology,95% ,(289 votes),Sarita Vihar, Delhi,₹1000,30,TherapistPsychologist
Dr. Ayush Gupta,"MBBS, MD - Medicine",,,Shalimar Bagh, Delhi,₹800,33,"Internal Medicine, General Physician"
Dr. Gajendra Kumar,"MBBS, MD - Pediatrics",100% ,(11 votes),Rohini Sector 22, Delhi,₹500,17,Pediatrician
Dr. Sushil Kumar,"MBBS, MS - General Surgery",,,Malviya Nagar, Delhi,₹1100,31,General Surgeon
Dr. Ajay Aggarwal,"MBBS, DM - Endocrinology, MD - Medicine",44% ,(18 votes),Shalimar Bagh, Delhi,₹1000,27,Endocrinologist
Dr. Rohit Saxena,"MBBS, MS - ENT",,,Patparganj, Delhi,₹800,24,ENT/ Otorhinolaryngologist
Dr. Shilpa Kalra,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",100% ,(41 votes),Dwarka, Delhi,₹400,14,"Dental Surgeon, Orthodontist, Dentist"
Dr. Mudit Agarwal,"MCh - Surgical Oncology, MS - General Surgery, MBBS",,,Patparganj, Delhi,₹1000,20,Surgical Oncologist
Dr. J.K. Jain,"MBBS, Diploma in Dermatology",,,Patparganj, Delhi,₹600,53,Dermatologist
Dr. Rakesh Kumar,"MBBS, MD - General Medicine",,,Sarita Vihar, Delhi,₹2000,36,"Internal Medicine, General Physician"
Dr. Smita Saraf,BDS,100% ,(22 votes),Pitampura, Delhi,₹500,13,"Dentist, Cosmetic/Aesthetic Dentist"
Dr. Manish Sharma,"BDS, MDS - Prosthodontist And Crown Bridge, Fellowship in Oral implantlogy",98% ,(133 votes),Kailash Colony, Delhi,₹1000,25,"Prosthodontist, Implantologist"
Dr. Adiba Kauser,BDS,96% ,(57 votes),Zakir Nagar, Delhi,₹200,16,Dentist
Dr. Sharat Garg,"MBBS, DNB - Neurosurgery",,,Saket, Delhi,₹800,14,Neurosurgeon
Dr. Awantika,BDS,,,Madangir, Delhi,₹100,t2,Dentist
Dr. Ankit Tyagi,"MBBS, MD - General Medicine",,,Madhu Vihar, Delhi,₹700,e8,"General Physician, Internal Medicine"
Dr. Raj Laxmi Chaturvedi   (Physiotherapist),BPTh/BPT,95% ,(22 votes),Rohini Sector 16, Delhi,₹500,13,TherapistPhysiotherapist
Dr. Parinita Kalita,"MBBS, MD - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology",89% ,(315 votes),Patparganj, Delhi,₹1000,33,"Gynecologist, Obstetrician"
Dr. Surbhi Madan,BAMS,,,Pitampura, Delhi,₹500,26,AYUSHAyurveda
Dr. Ajay K Tiwari,"MBBS, MD - Pediatrics",100% ,(59 votes),Vikas Puri, Delhi,₹700,36,Pediatrician
Dr. Niren Garg,"MD - General Medicine, MBBS",,,Rohini Sector 24, Delhi,₹400,23,"General Physician, Consultant Physician, Internal Medicine"
Dr. Alok Chopra,"MBBS, Diploma in Cardiology",,,Safdarjung Enclave, Delhi,₹2000,41,Cardiologist
Dr. Anish Kumar Gupta,"MS - General Surgery, DNB - Urology/Genito - Urinary Surgery, MBBS",97% ,(935 votes),Ashok Vihar, Delhi,₹800,18,"Andrologist, Urologist, Urological Surgeon, Sexologist"
Ms. Avni Kaul,"BSc - Dietitics / Nutrition, M.Sc. - Food and Nutrition",97% ,(39 votes),Saket, Delhi,₹4000,11,"TherapistDietitian/Nutritionist, Sports Nutritionist"
Dr. Ritesh Bansal,"MBBS, MD - General Medicine, Fellowship in Diabetes (UK), CCT - Endocrinology and Diabetes Mellitus, MRCP (UK)",99% ,(115 votes),Shahdara, Delhi,₹800,15,
Dr. Ajit Singh Narula,"MBBS, MD - General Medicine, DM - Nephrology",,,Okhla, Delhi,₹1500,46,Nephrologist/Renal Specialist
Dr. Vivek Mehta,"MBBS, MD - Dermatology , Venereology & Leprosy",96% ,(858 votes),East Of Kailash, Delhi,₹1500,20,"Dermatologist, Cosmetologist, Dermatosurgeon, Hair Transplant Surgeon, Aesthetic Dermatologist"
Dr. NOOR ULLAH ZARGAR,"MBBS, DNB - General Surgery, DNB - Pediatric Surgery",,,Saket, Delhi,₹900,14,Pediatric Surgeon
Dr. Roman Dutta,"MBBS, MS - General Surgery",,,Patparganj, Delhi,₹1500,20,General Surgeon
Dr. Uma Mallaiah,"MBBS, DO",,,Greater Kailash Part 2, Delhi,₹1500,29,"General Physician, Ophthalmologist/ Eye Surgeon"
Dr. Ajay Gupta,"MBBS, Diploma in Child Health (DCH)",95% ,(110 votes),Laxmi Nagar, Delhi,₹500,29,Pediatrician
Dr. Neha Raghuvanshi,BHMS,,,Preet Vihar, Delhi,₹450,13,AYUSHHomoeopath
Dr. Nivedita Raizada,"MBBS, MS - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology",100% ,(316 votes),Vasant Kunj, Delhi,₹800,18,"Gynecologist, Obstetrician, Infertility Specialist"
Dr. Amit Batra,"MBBS, MD - Medicine, DM - Neurology",88% ,(26 votes),Patparganj, Delhi,₹1000,23,Neurologist
Dr. Ankur Gupta,"BDS, MDS",98% ,(52 votes),Vasant Kunj, Delhi,₹500,18,Implantologist
Dr. Deepak Verma,"MBBS, M.D. (Psychiatry)",98% ,(293 votes),Paschim Vihar, Delhi,₹1500,17,"Psychiatrist, Psychotherapist, Sexologist"
Dr. Vishal Chhabra,"MBBS, DPM (Psychiatry), DNB - Psychiatry",87% ,(15 votes),Okhla, Delhi,₹1500,23,"Psychiatrist, Addiction Psychiatrist, Neuropsychiatrist"
Dr. Rahul Jain,"MS - General Surgery, MCh - Neuro Surgery, MBBS",91% ,(145 votes),Dwarka Sector 19, Delhi,₹1000,19,"Neurosurgeon, Neurointerventional Surgery, Spine And Pain Specialist"
Dr. Mukul Prabhat,"BDS, MDS - Oral Medicine and Radiology, Certificate in Dental Implants, Certificate of Oral Implantology",96% ,(46 votes),Shahdara, Delhi,₹300,15,"Cosmetic/Aesthetic Dentist, Implantologist, Oral Medicine and Radiology"
Dr. Abhishek Srivastava,"MBBS, MS - Orthopaedics",,,Panchsheel Park, Delhi,₹1000,16,Spine Surgeon (Ortho)
Dr. Vaibhav Talwar   (Physiotherapist),BPTh/BPT,97% ,(60 votes),Vasant Kunj, Delhi,₹1500,12,TherapistPhysiotherapist
Dr. Anshul Kumar,"MBBS, MD - General Medicine, DM - Endocrinology",97% ,(31 votes),Janakpuri, Delhi,₹900,12,"Endocrinologist, Diabetologist"
Dr. Garima Srivastav,"MBBS, MD - Obstetrics & Gynaecology",93% ,(57 votes),Pitampura, Delhi,₹800,11,"Gynecologist, Laparoscopic Surgeon (Obs & Gyn), Reproductive Endocrinologist (Infertility)"
Dr. Munish Paul,"MBBS, MD - Skin & VD",82% ,(74 votes),Dwarka Sector 6, Delhi,₹900,28,"Dermatologist, Dermatosurgeon, Hair Transplant Surgeon"
Dr. Ankush Sayal,"MBBS, DNB - ENT, MS - ENT",100% ,(12 votes),Safdarjung Enclave, Delhi,₹1000,17,ENT/ Otorhinolaryngologist
Dr. Preksha Jain,"MDS - Oral Pathology and Oral Microbiology, BDS",,,Mayur Vihar Ph-I, Delhi,₹400,13,Cosmetic/Aesthetic Dentist
Dr. Suman Sabharwal,"MBBS, DGO",,,Karol Bagh, Delhi,₹800,48,"Gynecologist, Obstetrician, Infertility Specialist, Laparoscopic Surgeon (Obs & Gyn)"
Dr. Ajit Man Singh,"MBBS, MS - ENT, DNB - Otorhinolaryngology",82% ,(11 votes),Panchsheel Park, Delhi,₹1500,35,ENT/ Otorhinolaryngologist
Dr. Suman Lata,"MBBS, MD - Medicine, DM - Nephrology",92% ,(13 votes),Vasant Kunj, Delhi,₹1000,26,Nephrologist/Renal Specialist
Dr. Shilpa Bharti,"BDS, MDS - Prosthodontist And Crown Bridge",99% ,(369 votes),Malviya Nagar, Delhi,₹500,15,"Dentist, Prosthodontist, Implantologist"
Dr. Prabhjot Kaur Bajaj,"MBBS, Diploma in Child Health (DCH), MD - Pediatrics",,,Patparganj, Delhi,₹800,21,Pediatrician
Dr. Rajeev Verma,"MBBS, MS - Orthopaedics, MRCS (UK)",89% ,(120 votes),Dwarka Sector 6, Delhi,₹900,23,"Joint Replacement Surgeon, Orthopedic surgeon"
Dr. Lalit Kumar,MBBS,98% ,(45 votes),Vivek Vihar, Delhi,₹600,44,"General Physician, General Practitioner"
Dr. Sunil Modi,"MBBS, MD - Medicine, DM - Cardiology",,,Sarita Vihar, Delhi,₹1800,47,Cardiologist
Dr. Renu Sharma,BDS,,,Dilshad Garden, Delhi,₹600,11,Dentist
Dr. Sameer Gupta,"MBBS, Diplomate of American Board of Internal Medicine (Internal Medicine), Diplomate in Cardiovascular Disease, Diplomate in Interventional Cardiology, Diplomate, American Board of Endovascular Medicine ",100% ,(25 votes),Greater Kailash Part 1, Delhi,₹2000,20,"Cardiologist, Interventional Cardiologist"
Dr. Sukhvinder Singh Saggu,"MBBS, MS - General Surgery, Fellow of American College of Surgeons(FACS)",95% ,(19 votes),Punjabi Bagh, Delhi,₹1000,23,"General Surgeon, Laparoscopic Surgeon, Bariatric Surgeon"
Dr. Adosh Lall,"MDS - Periodontology and Oral Implantology, BDS",97% ,(185 votes),Sarita Vihar, Delhi,₹700,30,"Dental Surgeon, Periodontist, Dentist"
Dr. Shubham Jain,"MBBS, MS - General Surgery, MCh - Surgical Oncology",100% ,(38 votes),Dwarka Sector 6, Delhi,₹1100,17,Surgical Oncologist
Dr. Tripti Sethi,"MBBS, DNB - Obstetrics & Gynecology",,,Greater Kailash Part 2, Delhi,₹1000,16,"Obstetrician, Gynecologist"
Dr. Jayant Kumar Hota,"MBBS, MD - Medicine, DM - Nephrology",,,Sarita Vihar, Delhi,₹1500,24,Nephrologist/Renal Specialist
Dr. Monisha Kapoor,"MBBS, MS - General Surgery, MCh - Plastic Surgery",94% ,(523 votes),Saket, Delhi,₹2000,21,"Plastic Surgeon, Hair Transplant Surgeon"
Dr. Jasjit Singh Bhasin,"MBBS, MD - Pediatrics",83% ,(12 votes),Pusa Road, Delhi,₹1400,39,Pediatrician
Dr. Meeta Sharma,"MS - Psychology, MSc - Counselling Psychology, Masters in Clinical Psychology, Doctor of Psychology",97% ,(31 votes),Gulmohar Park, Delhi,₹3500,12,"TherapistPsychologist, Counselling Psychologist"
